######################################################################
#
# XLX live YSF Master Reflector host file.
#
# This host file is auto-generated by the
# XLX self-registration mechanism.
#
######################################################################
#
# If you find a mismatched entry please sent a mail to: dvc@rlx.lu
# Last update: 31.08.2020
#
###################################################################### 
#
# XLX-YSF Reflectors
#
XLX000	45.56.118.86
XLX222	185.227.110.247
XLX224	203.137.99.97
XLX225	61.195.108.252
XLX227	89.33.44.100
XLX228	85.2.74.150
XLX229	194.191.4.54
XLX231	51.254.206.201
XLX232	89.185.97.35
XLX234	160.16.58.180
XLX240	107.141.52.226
XLX241	51.83.98.154
XLX244	72.14.187.79
XLX250	44.159.15.2
XLX252	108.61.216.100
XLX254	184.82.165.249
XLX255	142.91.158.199
XLX256	162.238.214.18
XLX257	134.249.141.148
XLX258	45.22.199.202
XLX260	80.211.208.227
XLX262	92.200.103.63
XLX263	85.214.92.118
XLX266	62.171.178.202
XLX268	194.38.140.204
XLX270	158.64.26.132
XLX275	128.22.129.98
XLX277	63.78.117.77
XLX287	66.42.109.165
XLX290	44.182.7.20
XLX291	101.143.242.189
XLX295	64.137.161.161
XLX298	219.107.78.72
XLX299	203.86.194.92
XLX300	64.227.109.134
XLX301	124.187.44.129
XLX302	144.217.241.23
XLX305	178.250.54.203
XLX311	91.204.44.37
XLX312	192.241.160.183
XLX314	186.19.139.15
XLX315	65.101.7.50
XLX316	68.102.131.150
XLX319	140.186.202.60
XLX321	31.207.110.45
XLX325	168.235.80.185
XLX326	61.195.125.193
XLX327	104.238.156.182
XLX328	212.237.33.114
XLX329	114.181.67.151
XLX330	44.70.49.128
XLX332	188.213.168.99
XLX334	96.47.95.121
XLX335	75.137.246.19
XLX339	81.14.225.84
XLX345	73.253.128.47
XLX350	211.2.45.45
XLX353	44.155.254.12
XLX358	93.152.167.4
XLX359	94.156.172.213
XLX360	150.66.52.109
XLX362	198.166.220.68
XLX365	222.6.234.205
XLX369	72.89.122.8
XLX370	188.213.168.24
XLX371	212.237.8.77
XLX373	218.251.29.140
XLX374	68.183.19.139
XLX379	104.218.36.162
XLX381	74.91.114.100
XLX382	211.131.174.225
XLX383	74.91.121.41
XLX386	52.176.105.136
XLX388	52.207.2.10
XLX389	49.176.201.188
XLX390	185.82.114.247
XLX391	185.82.114.246
XLX395	95.255.196.50
XLX398	203.183.8.203
XLX399	68.104.131.138
XLX400	18.189.232.40
XLX402	71.8.194.163
XLX409	166.78.135.93
XLX410	166.78.145.146
XLX411	45.19.176.12
XLX412	61.195.107.113
XLX417	45.72.248.214
XLX418	138.197.136.190
XLX419	147.253.17.185
XLX420	149.28.54.17
XLX421	118.189.181.236
XLX422	93.240.48.68
XLX425	77.203.220.188
XLX430	27.93.28.237
XLX431	61.195.98.225
XLX432	103.4.234.160
XLX434	51.254.128.134
XLX435	128.22.130.154
XLX440	114.161.167.63
XLX441	203.137.99.110
XLX444	46.38.241.228
XLX449	75.68.26.134
XLX450	45.62.241.140
XLX451	45.62.239.185
XLX452	45.62.210.37
XLX453	61.239.171.240
XLX454	218.103.102.5
XLX455	208.71.169.83
XLX456	54.37.205.183
XLX459	150.66.16.108
XLX464	52.192.129.174
XLX468	3.86.166.63
XLX469	104.207.138.156
XLX470	104.49.29.243
XLX475	118.27.35.184
XLX477	81.105.24.211
XLX479	198.58.106.10
XLX480	95.179.145.178
XLX481	192.223.28.198
XLX483	107.182.45.83
XLX486	51.255.172.249
XLX487	45.80.149.197
XLX499	203.137.76.22
XLX500	58.96.21.253
XLX502	190.148.222.28
XLX503	179.51.0.153
XLX504	200.52.151.155
XLX505	45.248.50.37
XLX507	190.123.237.11
XLX508	185.188.4.15
XLX512	45.32.193.214
XLX513	144.202.99.80
XLX514	203.137.118.143
XLX515	203.137.78.35
XLX519	69.195.150.82
XLX520	44.159.15.1
XLX522	14.102.146.160
XLX530	124.197.62.162
XLX531	149.28.170.145
XLX538	183.76.38.69
XLX540	116.83.229.70
XLX544	104.167.98.59
XLX546	149.28.202.133
XLX547	45.77.186.5
XLX548	144.202.99.113
XLX552	149.28.94.53
XLX560	150.66.42.72
XLX567	157.245.59.253
XLX569	203.137.111.98
XLX575	44.103.27.42
XLX580	211.2.46.179
XLX583	131.129.6.134
XLX595	124.26.61.245
XLX598	71.83.251.130
XLX599	150.66.25.83
XLX600	13.69.14.204
XLX602	212.56.100.200
XLX604	139.162.241.24
XLX608	219.122.253.83
XLX610	89.186.80.81
XLX614	46.232.248.98
XLX621	209.182.218.92
XLX626	158.101.149.128
XLX630	61.195.125.81
XLX634	150.66.9.57
XLX651	104.143.94.48
XLX654	94.33.52.82
XLX655	146.64.235.19
XLX660	150.31.129.20
XLX669	144.202.115.103
XLX672	142.44.240.244
XLX673	180.147.243.178
XLX678	37.187.17.42
XLX679	45.79.180.62
XLX680	125.0.100.221
XLX684	80.211.167.192
XLX686	45.63.84.110
XLX687	47.186.108.157
XLX688	54.89.57.238
XLX698	203.137.123.89
XLX699	82.102.5.239
XLX700	83.85.167.55
XLX701	61.195.107.77
XLX703	61.195.98.254
XLX704	150.66.34.110
XLX705	128.22.134.161
XLX706	93.186.255.126
XLX707	90.145.156.242
XLX708	150.66.20.222
XLX710	209.126.0.55
XLX711	192.243.108.150
XLX712	153.171.88.82
XLX713	218.251.63.99
XLX714	81.169.158.155
XLX716	45.77.116.230
XLX717	44.137.70.100
XLX720	74.91.118.134
XLX722	104.156.246.116
XLX723	62.38.192.143
XLX734	52.14.125.248
XLX737	195.130.75.246
XLX738	153.126.192.148
XLX740	23.239.18.208
XLX741	203.137.78.41
XLX744	190.218.98.24
XLX745	122.249.179.127
XLX748	64.137.174.49
XLX749	45.76.252.9
XLX750	203.86.206.49
XLX751	149.28.71.1
XLX753	202.218.157.116
XLX754	149.28.182.138
XLX758	93.240.113.55
XLX760	172.245.71.164
XLX765	153.126.212.136
XLX768	80.211.15.21
XLX770	153.126.173.9
XLX773	89.46.75.166
XLX774	192.95.41.220
XLX776	118.27.26.18
XLX777	194.182.66.76
XLX778	77.237.7.125
XLX781	101.143.242.199
XLX789	45.33.119.142
XLX791	203.145.233.154
XLX794	101.143.242.95
XLX799	37.143.205.157
XLX800	87.252.188.119
XLX802	178.191.101.247
XLX805	76.174.207.37
XLX807	116.91.197.3
XLX808	18.220.252.27
XLX810	71.41.121.228
XLX812	203.145.233.141
XLX813	219.163.117.222
XLX815	69.144.255.148
XLX821	67.205.183.69
XLX822	103.76.180.131
XLX823	103.76.180.240
XLX824	47.206.37.229
XLX827	207.148.3.18
XLX837	204.16.243.183
XLX840	3.22.173.251
XLX842	66.175.219.129
XLX844	137.226.79.122
XLX847	204.16.243.184
XLX852	119.237.142.173
XLX854	210.236.127.40
XLX856	204.62.63.130
XLX857	204.16.243.185
XLX859	23.92.30.76
XLX861	172.105.26.148
XLX865	75.130.49.228
XLX876	49.233.142.122
XLX878	203.137.123.113
XLX883	153.127.25.123
XLX886	118.163.103.178
XLX887	118.163.103.177
XLX888	212.237.11.233
XLX891	209.251.60.221
XLX892	209.251.60.215
XLX893	124.47.110.180
XLX899	45.14.224.180
XLX900	94.177.237.192
XLX904	211.14.169.215
XLX905	94.199.173.123
XLX906	207.180.252.141
XLX909	216.86.147.198
XLX911	178.128.118.127
XLX913	45.76.250.142
XLX917	66.168.73.180
XLX922	81.150.10.62
XLX926	79.58.178.156
XLX930	80.211.133.104
XLX933	164.132.104.167
XLX934	79.6.136.177
XLX935	213.45.20.105
XLX936	139.180.162.113
XLX940	202.218.37.121
XLX944	202.218.34.210
XLX945	213.202.229.40
XLX950	158.64.26.134
XLX955	119.59.113.195
XLX959	203.137.98.121
XLX960	66.151.138.88
XLX965	80.211.190.216
XLX970	157.65.31.91
XLX973	211.14.169.43
XLX978	3.96.107.200
XLX979	116.58.255.70
XLX980	68.183.63.188
XLX982	68.36.42.150
XLX983	45.76.228.241
XLX986	194.59.205.218
XLX989	74.195.103.224
XLX991	80.211.9.151
XLX992	128.22.136.195
XLX997	94.177.187.40
XLX999	94.177.173.53
XLXBAY	91.212.192.82
XLXBUH	91.212.192.83
XLXCAT	193.226.118.28
XLXCFR	104.167.102.44
XLXGUS	45.62.247.43
XLXSAR	91.212.192.81
XLXSAT	149.28.241.139
XLXSIN	66.42.125.122
#
# End of file.
